title,url,equipment,muscle,slug,instructions,difficulty,force,grips,mechanic
Band Leg Press,https://musclewiki.com/band/male/glutes/band-leg-press,band,glutes,band-leg-press,"[""Lay flat on the ground with your head by the anchor point of the band, which should be 6 to 12 inches above your head\\"", ""Place the band around your midfoot and extend at the knees and hip.\\""]",,,,
Band Squat,https://musclewiki.com/band/male/glutes/band-squat,band,glutes,band-squat,"[""Stand with a shoulder width grip. Both feet should be on the band with the band loops in each of your hand.\\"", ""Push your butt back and also break at the knees.\\"", ""Try to hit parallel depth (bottom of your leg should be parallel with the ground). If you can't tell your squat depth, then try squatting in front of a mirror and watch your form.\\""]",,,,
Band Hip Abduction,https://musclewiki.com/band/male/glutes/band-hip-abduction,band,glutes,band-hip-abduction,"[""Attach the band around your ankle. Stand with feet hip-width apart, feet facing forward, and hands on hips.\\"", ""Lift your right leg away from your body to the side, keeping your knee straight. This is your starting position.\\"", ""Maintaining proper form, move your right leg as far to the side as you can, keeping your left leg planted firmly on the ground. Hold for a second and then return your right leg to the starting position.\\""]",,,,
Band Hip Adduction,https://musclewiki.com/band/male/glutes/band-hip-adduction,band,glutes,band-hip-adduction,"[""Attach a band to a stable anchor point, such as a door handle or post.\\"", ""Stand with feet shoulder-width apart and place the band around your ankles.\\"", ""Keeping your feet together, move your legs out to the sides and then back to the midline of your body. Repeat for the desired number of repetitions.\\""]",,,,
Banded Side Walks,https://musclewiki.com/band/male/glutes/side-walks-resisted,band,glutes,side-walks-resisted,"[""Place a band either just below or above your knees.\\"", ""Get into a quarter squat position.\\"", ""Step side to side without letting there be any slack in the band to keep tension on the band.\\""]",,,,
Band Goblet Squat,https://musclewiki.com/band/male/glutes/band-goblet-squat,band,glutes,band-goblet-squat,"[""Stand with a shoulder width grip. Both feet should be on the band with the band looped over both hands.\\"", ""Push your butt back and also break at the knees.\\"", ""Try to hit parallel depth (bottom of your leg should be parallel with the ground). If you can't tell your squat depth, then try squatting in front of a mirror and watch your form.\\""]",,,,
Plate Squat,https://musclewiki.com/plate/male/glutes/plate-squat,plate,glutes,plate-squat,"[""Stand with feet shoulder-width apart and hold a weight plate in front of your chest with both hands.\\"", ""Keep your back straight, lower your body as if you were sitting back into a chair.\\"", ""Go as low as you can while keeping your heels flat on the ground, then push through your heels to return to the starting position.\\""]",,,,
Plate Clean And Press,https://musclewiki.com/plate/male/glutes/plate-clean-and-press,plate,glutes,plate-clean-and-press,"[""Stand with feet shoulder-width apart and the plate in front of the feet.\\"", ""Bend the knees and hips to pick up the plate, keeping the back straight and core engaged.\\"", ""Stand up, lock the hips and legs, and press the plate overhead with straight arms.\\"", ""Lower the plate back to the starting position, keeping control of it, and repeat for desired reps.\\""]",,,,
Plate Squat Reach,https://musclewiki.com/plate/male/glutes/plate-squat-reach,plate,glutes,plate-squat-reach,"[""Stand holding a weight plate at chest height with both hands.\\"", ""Lower into a squat, extending the plate in front of you at chest height\\"", ""As you stand back up, pull the plate back into your chest.\\""]",,,,
Plate Clean,https://musclewiki.com/plate/male/glutes/plate-clean,plate,glutes,plate-clean,"[""Stand with feet shoulder-width apart and the plate in front of the feet.\\"", ""Bend the knees and hips to pick up the plate, keeping the back straight and core engaged.\\"", ""Stand up while pulling the plate towards the chest.\\"", ""Keep shoulder level while keeping the elbows high and in front of the plate.\\""]",,,,
Plate Squat Hold Reach,https://musclewiki.com/plate/male/glutes/plate-squat-hold-reach,plate,glutes,plate-squat-hold-reach,"[""Hold the plate with both hands at chest height.\\"", ""Keeping your core tight and your chest up, squat down as low as you can go while keeping your feet flat on the ground.\\"", ""Hold the squat position and reach the plate forward, keeping your arms straight and your back straight.\\"", ""Return the plate to your chest while you hold the squat position and repeat reaching the plate in front of you\\""]",,,,
Plate Curtsy Lunge,https://musclewiki.com/plate/male/glutes/plate-curtsy-lunge,plate,glutes,plate-curtsy-lunge,"[""Stand with feet shoulder-width apart and the plate in front of the torso.\\"", ""Step back and across the body with the right foot, bending both legs to lower into a lunge position.\\"", ""Push through the front foot to return to the starting position.\\"", ""Repeat on the other side by stepping back and across with the left foot.\\"", ""Continue alternating sides for desired reps.\\""]",,,,
Plate Lateral Lunge,https://musclewiki.com/plate/male/glutes/plate-lateral-lunge,plate,glutes,plate-lateral-lunge,"[""Stand with feet hip-width apart and the plate held in front of the torso.\\"", ""Take a step to the side with one foot, bending the knee and lowering the hips into a lunge.\\"", ""Push through the front foot to return to the starting position.\\"", ""Repeat on the other side by stepping to the other side with the other foot.\\""]",,,,
Plate Forward Lunge,https://musclewiki.com/plate/male/glutes/plate-forward-lunge,plate,glutes,plate-forward-lunge,"[""Stand with feet hip-width apart and the plate held in front of the torso.\\"", ""Take a step forward with one foot, bending the front knee to lower the hips into a lunge.\\"", ""Push through the front foot to return to the starting position.\\"", ""Repeat on the other side by stepping forward with the other foot.\\""]",,,,
Plate Reverse Lunge Twist,https://musclewiki.com/plate/male/glutes/plate-reverse-lunge-twist,plate,glutes,plate-reverse-lunge-twist,"[""Step back with your right foot into a lunge position, both knees bent at 90 degrees.\\"", ""Twist your torso to the right, keeping the plate close to your chest.\\"", ""Push through your front foot to return to the starting position and repeat on the other side.\\""]",,,,
Plate Reverse Lunge,https://musclewiki.com/plate/male/glutes/plate-reverse-lunge,plate,glutes,plate-reverse-lunge,"[""Hold the plate at chest height close to your body\\"", ""Take a big step backwards with your left leg, lowering your body until your left thigh is parallel to the ground and your right knee is bent at a 90-degree angle.\\"", ""Push through your right heel to return to standing, bringing your left leg back to starting position.\\"", ""Repeat the movement on the other side, stepping backwards with your right leg and lowering your body until your right thigh is parallel to the ground and your left knee is bent at a 90-degree angle.\\""]",,,,
Plate Overhead Squat,https://musclewiki.com/plate/male/glutes/plate-overhead-squat,plate,glutes,plate-overhead-squat,"[""Hold a weight plate at arm's length overhead, with your arms fully extended. The plate should be directly above your head and your elbows should be locked.\\"", ""Begin to bend your knees, lowering your body as far as you can while keeping the weight plate overhead. Make sure to keep your back straight and your chest lifted.\\"", ""Once your thighs are parallel to the ground or as low as you can go, pause for a moment.\\"", ""Push through your heels to return to a standing position, keeping the weight plate overhead the entire time.\\""]",,,,
Plate Deficit Lunge,https://musclewiki.com/plate/male/glutes/plate-deficit-lunge,plate,glutes,plate-deficit-lunge,"[""Stand on a plate with both feet.\\"", ""Step back with one foot to the floor and let your back knee get close to or tap the floor.\\"", ""Push through your front leg until both feet are back on the plate.\\""]",,,,
Plate Glute Bridge to Chest Press,https://musclewiki.com/plate/male/glutes/plate-glute-bridge-to-chest-press,plate,glutes,plate-glute-bridge-to-chest-press,"[""Lay flat on the ground with a plate on your chest.\\"", ""Push your hips up toward the ceiling and maintain that extended position.\\"", ""With your hips up, press the plate toward the ceiling.\\""]",,,,
Plate Glute Bridge to Pullover,https://musclewiki.com/plate/male/glutes/plate-glute-bridge-to-pullover,plate,glutes,plate-glute-bridge-to-pullover,"[""Lay flat on the ground with a plate on your chest.\\"", ""Push your hips up toward the ceiling and maintain that extended position.\\"", ""Extend your elbows mostly, break at the shoulder joint while maintaining hip extension and the slight bend in your elbows.\\"", ""Let the plate tap the floor (or get close) and then pull the plate back into the starting position.\\""]",,,,
Plate Overhead Walking Lunge,https://musclewiki.com/plate/male/glutes/plate-overhead-walking-lunge,plate,glutes,plate-overhead-walking-lunge,"[""Stand tall with a plate overhead.\\"", ""Step with one foot forward bringing your back knee to the floor. Gently tap your knee then drive through your front leg.\\"", ""Go back to a standing position and then step forward with the opposing legs.\\""]",,,,
Plate Squat Hold,https://musclewiki.com/plate/male/glutes/plate-squat-hold,plate,glutes,plate-squat-hold,"[""Start by standing with your feet shoulder-width apart, with a weight plate held in both hands at chest height.\\"", ""Lower your body by bending your knees and hips, keeping your back straight and your weight in your heels.\\"", ""Go down until your thighs are parallel to the floor, then pause for a moment.\\"", ""Hold the squat position for the desired amount of time, keeping the weight plate steady and your core engaged.\\""]",,,,
Plate Thruster,https://musclewiki.com/plate/male/glutes/plate-thruster,plate,glutes,plate-thruster,"[""Start with the plate at chest height. Begin a squat.\\"", ""Make sure to hit parallel depth. On your way back up, use the momentum you generate with your legs to help push the plate into an overhead position.\\"", ""Let the plate return to chest height before initiating the next squat.\\""]",,,,
Plate Goblet Deficit Reverse Lunge,https://musclewiki.com/plate/male/glutes/plate-goblet-deficit-reverse-lunge,plate,glutes,plate-goblet-deficit-reverse-lunge,"[""Stand on a platform, Holding a plate to your chest, feet hip-width apart.\\"", ""Step back, lowering knee toward floor, keeping chest upright and core engaged.\\"", ""Push through front foot, return to start.\\""]",,,,
TRX Curtsy Lunge,https://musclewiki.com/trx/male/glutes/trx-curtsy-lunge,trx,glutes,trx-curtsy-lunge,"[""Stand facing away from the anchor point, holding onto the TRX handles with both hands.\\"", ""Step your left foot behind your right, crossing it behind your right leg, and lower yourself into a curtsy lunge.\\"", ""Push through your right foot to return to the starting position and repeat the movement with the other leg.\\""]",,,,
TRX Glute Bridge,https://musclewiki.com/trx/male/glutes/trx-glute-bridge,trx,glutes,trx-glute-bridge,"[""Lie on your back with your feet in the foot cradles of the TRX straps, with your knees bent and feet flat on the ground.\\"", ""Place your arms by your sides with your palms facing down.\\"", ""Drive your hips up towards the ceiling, squeezing your glutes and hamstrings at the top of the movement.\\""]",,,,
TRX Jumping Squat,https://musclewiki.com/trx/male/glutes/trx-jumping-squat,trx,glutes,trx-jumping-squat,"[""Stand facing the TRX straps and place your feet shoulder-width apart.\\"", ""Begin by lowering into a squat position by bending at the knees and hips, keeping your back straight and chest up.\\"", ""Explosively jump up off the ground, using your arms for momentum if desired.\\"", ""Land softly back in the squat position, making sure to absorb the impact with your legs.\\""]",,,,
TRX Lateral Lunge,https://musclewiki.com/trx/male/glutes/trx-lateral-lunge,trx,glutes,trx-lateral-lunge,"[""Grasp the TRX handles with both hands and extend your arms straight in front of you.\\"", ""Step laterally to one side, keeping your arms extended and your core engaged.\\"", ""Lower your body into a lunge position, keeping your front knee bent at a 90-degree angle and your back leg straight.\\"", ""Push off your front foot to return to the starting position, keeping your arms extended and your core engaged.\\""]",,,,
